Borough,Ward,Incidents,Incidents,Incidents,Incidents,Incidents,Primary fires,Primary fires,Primary fires,Primary fires,Primary fires,Arson,Arson,Arson,Arson,Arson,"Dwelling fires
Richmond upon Thames,Mortlake and Barnes Common,112,97,101,70,103,13,16,18,6,7, 5 , 2 , 4 ,   , 2 , 8 , 11 , 14 , 5 , 6 ,3,6,3, , , , , , , , , ,1, , ,,
Richmond upon Thames,Kew,106,90,89,75,101,13,10,11,8,14, 1 , 4 , 2 ,   , 7 , 8 , 6 , 7 , 4 , 7 , , , , ,1, , , , , , , , ,1,2,,
Richmond upon Thames,Heathfield,70,65,61,70,59,10,13,4,13,13, 10 , 6 , 5 , 6 , 5 , 5 , 7 , 2 , 6 , 4 , , , , , , , , , , , ,1, ,1, ,,
Richmond upon Thames,Hampton Wick,95,72,65,93,69,10,5,2,12,6, 3 , 1 ,   , 4 , 2 , 5 , 5 , 2 , 8 , 2 , ,1, , , , , , ,1, ,1,1, ,1, ,,
Richmond upon Thames,Hampton North,77,65,62,61,72,7,8,11,8,13, 1 , 6 , 3 , 4 , 6 , 5 , 5 , 8 , 4 , 5 , ,1,7,2, ,1, , , , ,1,1, ,1, ,,
Richmond upon Thames,Hampton,93,75,99,95,105,19,6,18,14,7, 2 , 1 , 4 , 4 , 3 , 10 , 2 , 8 , 7 , 1 ,2, ,1,1,1, , , , , ,1, ,3, , ,,
Richmond upon Thames,"Ham, Petersham and Richmond Riverside",101,110,126,106,116,7,13,10,4,10, 3 , 9 , 8 , 5 , 7 , 5 , 9 , 8 , 2 , 7 , , ,1, , , , , , , , , , , , ,,
Richmond upon Thames,Fulwell and Hampton Hill,50,74,60,58,67,4,5,6,4,6, 3 , 3 , 2 , 1 ,   , 2 , 1 , 4 , 3 , 5 , , , , , , , , , , , , , , , ,,
Richmond upon Thames,East Sheen,56,70,70,72,64,10,3,11,5,4, 2 ,   , 2 ,   , 1 , 4 , 3 , 6 , 4 , 3 , ,1, , , , , , , , , , , , ,1,,
Richmond upon Thames,Barnes,81,66,82,72,82,8,3,9,4,10, 3 , 1 ,   ,   ,   , 6 , 2 , 9 , 3 , 10 ,2, ,1,2, ,1, , , , , , ,1, , ,,
Southwark,Village,118,122,122,105,125,15,9,12,11,13, 4 , 1 ,   , 1 , 3 , 9 , 4 , 5 , 7 , 7 ,1,1, ,2,1, , , ,1, , , ,1,1, ,,
Southwark,The Lane,335,264,270,243,283,22,27,22,24,26, 3 , 10 , 4 , 7 , 13 , 16 , 18 , 12 , 13 , 12 ,1,1,3,1, , , , , , ,4,4,1,2,1,,
Southwark,Surrey Docks,163,168,147,189,172,14,13,18,25,24, 2 , 5 , 27 , 17 , 10 , 11 , 10 , 8 , 13 , 9 ,2, , , , , , , , , , ,1,1,2,1,,
Southwark,South Camberwell,124,88,123,91,117,18,11,15,7,17, 6 , 4 , 3 , 3 , 3 , 12 , 9 , 9 , 5 , 13 , , , , , , , , , ,1, , , , , ,,
Southwark,South Bermondsey,197,180,177,183,202,22,17,23,25,19, 9 , 2 , 5 , 12 , 11 , 13 , 13 , 14 , 10 , 11 ,1,2, , , , , ,1, , , ,2,4, , ,,
Southwark,Rotherhithe,254,226,241,228,215,37,19,34,28,21, 6 , 10 , 11 , 16 , 6 , 24 , 13 , 18 , 17 , 12 ,1, ,4,1, , , , , , , ,1,5, ,1,,
Southwark,Riverside,351,305,293,275,362,32,26,29,20,34, 4 , 4 , 7 , 9 , 10 , 16 , 11 , 18 , 11 , 17 , ,1,1, ,1, ,1, , ,1,1, ,1,1,3,,
Southwark,Peckham Rye,140,131,104,103,125,14,6,14,16,21, 2 , 2 , 2 , 1 , 3 , 8 , 3 , 8 , 10 , 16 , , ,1, , , , , , , , , ,3,1, ,,
Southwark,Peckham,196,179,183,149,187,18,16,24,11,20, 8 , 9 , 6 , 2 , 6 , 12 , 10 , 19 , 10 , 14 , , , , ,1, , , , , ,6,2, , ,1,,
Southwark,Nunhead,221,234,204,193,178,26,14,34,24,23, 3 , 7 , 12 , 4 , 9 , 19 , 9 , 20 , 15 , 12 ,5,1,2,2, , , , , , ,1,1,4,1, ,,
Southwark,Newington,203,188,202,239,219,22,17,33,19,22, 3 , 5 , 18 , 8 , 5 , 19 , 12 , 12 , 11 , 13 , , ,2, ,2, , , , , , ,3,2,3,1,,
Southwark,Livesey,346,277,258,255,259,38,36,21,29,27, 18 , 16 , 8 , 10 , 9 , 17 , 17 , 16 , 10 , 16 ,2, ,4,1,2, , , , , ,6,4,3,2, ,,
Southwark,Grange,256,298,255,281,313,23,18,36,28,23, 5 , 9 , 14 , 8 , 7 , 15 , 12 , 16 , 12 , 11 , , , , , , , , , , ,3,1,4,2, ,,
Southwark,Faraday,227,257,235,202,218,33,38,50,25,27, 12 , 24 , 22 , 15 , 12 , 21 , 19 , 31 , 14 , 16 , , , , , , , , , , ,2,1,5, ,8,,
Southwark,East Walworth,269,195,193,232,241,36,19,13,21,17, 20 , 9 , 5 , 7 , 3 , 20 , 14 , 9 , 12 , 9 , , , ,1,4, ,1, , , ,1, , , , ,,
Southwark,East Dulwich,117,134,137,109,94,9,15,10,9,10, 3 ,   , 3 , 1 , 2 , 6 , 10 , 4 , 3 , 5 , , , ,1, ,1, , , , ,1,1, , , ,,
Southwark,College,118,137,151,130,167,25,16,16,19,12, 3 , 3 , 9 , 6 , 2 , 14 , 13 , 10 , 9 , 6 , , , ,3, , , , , , , , , ,3,1,,
Southwark,Chaucer,277,262,201,211,194,21,25,27,21,19, 7 , 13 , 2 , 3 , 3 , 15 , 11 , 19 , 14 , 7 , ,1, , , , , , , , ,2,1,2, ,2,,
Southwark,Cathedrals,589,580,426,535,498,49,43,30,34,33, 7 , 8 , 9 , 4 , 6 , 13 , 17 , 11 , 13 , 11 ,1,2, ,1,1, , , , , ,6,4,1, ,3,,
Southwark,Camberwell Green,317,321,322,302,333,24,31,27,25,24, 1 , 8 , 12 , 5 , 6 , 17 , 18 , 19 , 19 , 16 ,1,1,1,1,2, , , , ,1,1, ,3, ,1,,
Southwark,Brunswick Park,229,204,187,204,201,27,18,24,27,15, 15 , 5 , 8 , 9 , 3 , 13 , 11 , 15 , 11 , 7 , , ,3,1, , , , , , ,1, , ,2, ,,
Sutton,Worcester Park,46,65,54,57,67,6,14,11,10,7, 3 , 3 , 5 , 3 , 1 , 4 , 6 , 6 , 4 , 5 , , , , , , , , , , , , , , , ,,
Sutton,Wandle Valley,83,115,113,139,88,18,19,20,28,11, 11 , 19 , 11 , 16 , 8 , 6 , 9 , 12 , 13 , 3 , , , ,1, , , , , , ,1, ,1, , ,,
Sutton,Wallington South,76,129,103,117,121,11,17,15,10,12, 3 , 7 , 1 , 1 , 1 , 6 , 7 , 8 , 5 , 7 ,2,3,2,2,1, , , , , ,1, ,1, , ,,
Sutton,Wallington North,83,104,122,99,88,19,11,14,10,7, 1 , 10 , 3 , 4 , 2 , 15 , 7 , 5 , 8 , 6 ,1,3,1, ,1, , , , , , , ,1,1, ,,
Sutton,The Wrythe,65,62,52,58,73,17,10,8,13,17, 14 ,   , 5 , 5 , 4 , 4 , 7 , 5 , 8 , 11 ,1, , , , , , , , , ,1,4, ,1, ,,
Sutton,Sutton West,65,69,62,65,55,9,12,8,6,5, 3 ,   , 1 , 1 ,   , 6 , 7 , 5 , 4 , 3 , , ,1,1, , , , , , , , , , , ,,
Sutton,Sutton South,99,102,92,85,81,20,17,12,5,10, 5 , 2 ,   , 2 , 3 , 13 , 14 , 12 , 4 , 7 ,8,3, , ,1, , , ,1, ,1, ,3,1,3,,
Sutton,Sutton North,75,75,79,97,88,9,21,11,12,10, 5 , 5 , 2 , 1 , 3 , 4 , 13 , 9 , 8 , 5 ,2,5,2, , , , , , , , , , , ,1,,
Sutton,Sutton Central,214,236,174,173,206,28,30,26,14,23, 13 , 14 , 19 , 6 , 13 , 15 , 14 , 9 , 7 , 7 ,6,4,1, ,1, ,1, , , , ,3,1, , ,,
Sutton,Stonecot,71,67,68,46,89,8,11,10,5,9, 6 , 5 , 13 ,   , 2 , 2 , 3 , 4 , 4 , 4 , ,1,1,1, , , , , , , , , , , ,,
Sutton,St. Helier,173,191,137,125,136,17,19,9,14,11, 5 , 7 , 4 , 4 , 10 , 7 , 13 , 6 , 5 , 2 ,1,1,1,1, , ,1, , , , ,2,1,2, ,,
Sutton,Nonsuch,62,39,49,71,82,9,5,6,7,8, 7 , 3 , 2 , 3 , 2 , 2 , 3 , 2 , 7 , 4 ,1,1,1, , , , , , , , , , ,1,3,,
Sutton,Cheam,53,80,78,81,66,10,12,13,6,8, 1 , 6 , 3 ,   , 2 , 8 , 5 , 9 , 2 , 3 ,2,2,1,2, , , , , , ,1,2,1,1,1,,
Sutton,Carshalton South and Clockhouse,51,80,68,66,82,7,11,11,7,12,   , 4 , 4 , 1 , 6 , 3 , 6 , 6 , 4 , 4 , , , , ,2, , , , , , , , , , ,,
Sutton,Carshalton Central,80,90,81,74,84,12,10,6,12,8, 2 , 6 , 3 , 1 , 1 , 7 , 4 , 2 , 7 , 5 ,2, , , , , , , , , ,2, , , , ,,
Sutton,Belmont,121,110,96,99,87,3,16,9,7,9, 3 , 8 , 1 , 1 , 1 ,   , 12 , 8 , 3 , 4 ,1,4,1,1, , , , , , , ,2,1, ,1,,
Sutton,Beddington South,72,82,83,81,101,12,10,8,8,11, 9 , 10 , 4 , 4 , 3 , 6 , 2 , 6 , 5 , 5 , , , , , , , , , ,1,5, , ,1, ,,
Sutton,Beddington North,100,110,102,80,94,12,17,6,10,7, 3 , 11 , 3 , 4 , 7 , 6 , 4 , 2 , 4 , 1 ,1,1,1, , , , , , , , ,1, , ,1,,
Totals,,104772,102124,95220,99533,104721,11487,11005,10816,10636,10615,4220,4237,4094,4135,4193,5897,5550,5564,5301,5102,581,548,524,422,321,44,43,30,36,44,775,647,593,570,542,,
Tower Hamlets,Whitechapel,540,489,376,354,422,35,36,22,14,39, 19 , 10 , 8 , 7 , 12 , 12 , 15 , 15 , 4 , 19 ,1, ,1, , , , , , , , ,6, ,3,1,,
Tower Hamlets,Weavers,207,184,190,218,232,17,18,21,20,19, 9 , 6 , 6 , 12 , 6 , 10 , 11 , 14 , 9 , 14 ,1, , ,1, , , , , , , ,1, , ,1,,
Tower Hamlets,Stepney Green,188,205,182,180,163,19,10,12,22,21, 20 , 27 , 18 , 34 , 16 , 3 , 4 , 5 , 10 , 6 ,1, , ,1, , , , , , , ,1, ,1,1,,
Tower Hamlets,St. Peter's,396,343,322,356,363,35,35,35,28,29, 12 , 30 , 26 , 30 , 15 , 20 , 16 , 17 , 10 , 10 ,1,2,3,2,3, ,1, , , ,3,1,1, ,1,,
Tower Hamlets,St. Katharine's & Wapping,119,113,125,127,120,16,15,14,13,13, 5 , 1 , 4 , 2 , 15 , 6 , 10 , 9 , 8 , 2 , , , , , , , , , , , ,1, , , ,,
Tower Hamlets,St. Dunstan's,143,161,150,154,133,11,15,14,13,15, 10 , 8 , 7 , 12 , 17 , 7 , 10 , 9 , 5 , 5 ,1, ,1,1, , , , , , , , , ,5, ,,
Tower Hamlets,Spitalfields & Banglatown,308,283,326,311,336,36,25,20,17,25, 12 , 6 , 20 , 10 , 8 , 16 , 12 , 9 , 8 , 8 ,1,1,1, ,3, , ,1, , , ,1, ,2, ,,
Tower Hamlets,Shadwell,244,231,256,256,250,21,18,20,23,29, 23 , 15 , 16 , 18 , 12 , 7 , 6 , 11 , 8 , 14 ,1,1,1, ,2, , , , , , , , , ,1,,
Tower Hamlets,Poplar,221,167,164,211,150,20,8,6,21,13, 24 , 19 , 18 , 28 , 14 , 5 , 3 , 2 , 8 , 6 ,1, , , , , , , , , , , , , , ,,
Tower Hamlets,Mile End,267,256,222,248,254,28,43,31,26,30, 46 , 36 , 29 , 20 , 21 , 9 , 21 , 11 , 14 , 18 , ,1, , , , , , , , , ,3,1,1, ,,
Tower Hamlets,Limehouse,98,62,75,72,98,8,6,6,9,9, 8 , 3 , 5 , 13 , 10 , 3 , 3 , 3 , 2 , 3 , , , , , , , , , , ,1, , , , ,,
Tower Hamlets,Lansbury,323,285,321,388,368,38,26,38,40,35, 52 , 33 , 46 , 54 , 44 , 15 , 12 , 13 , 16 , 11 , , ,1,1, , , , , , , , , ,4, ,,
Tower Hamlets,Island Gardens,108,114,113,107,89,11,14,17,12,11, 6 , 3 , 5 , 9 , 8 , 5 , 13 , 11 , 4 , 4 ,1,1, , , , , , , , ,2, ,1, , ,,
Tower Hamlets,Canary Wharf,294,305,309,306,327,34,20,32,15,32, 5 , 6 , 9 , 5 , 4 , 15 , 7 , 15 , 7 , 9 ,2,1,1, ,1, , , , , ,2,1,1,2,1,,
Tower Hamlets,Bromley South,128,134,109,111,126,14,18,22,17,19, 12 , 13 , 18 , 9 , 15 , 5 , 8 , 6 , 12 , 9 , , , , , , , , , , , , ,2, ,1,,
Tower Hamlets,Bromley North,151,155,163,155,177,19,22,25,17,18, 16 , 21 , 23 , 21 , 15 , 6 , 13 , 15 , 8 , 7 , ,1, , ,1, , , , , , ,2,2, ,1,,
Tower Hamlets,Bow West,215,193,149,170,164,32,24,16,21,16, 29 , 32 , 13 , 9 , 14 , 16 , 14 , 10 , 16 , 7 ,4,4, , , , , , ,1, ,1,7, , ,1,,
Tower Hamlets,Bow East,231,222,235,226,247,21,26,28,29,25, 9 , 20 , 46 , 26 , 9 , 13 , 13 , 10 , 11 , 10 , , , ,1,1, , , , , , ,1, ,1,2,,
Tower Hamlets,Blackwall & Cubitt Town,186,162,188,199,160,27,23,19,10,17, 10 , 10 , 11 , 7 , 3 , 14 , 11 , 4 , 5 , 7 , , , , , ,1, , , , ,5, ,1, ,1,,
Tower Hamlets,Bethnal Green,597,480,305,340,260,30,31,32,36,25, 30 , 24 , 20 , 35 , 18 , 13 , 11 , 22 , 19 , 13 ,1, , ,1, , , , , , ,2, ,2,2, ,,
Waltham Forest,Wood Street,154,147,163,181,205,17,18,16,18,18, 7 , 2 , 8 , 13 , 9 , 9 , 11 , 8 , 10 , 8 ,2,2, ,2, , , , , , ,2,1, , , ,,
Waltham Forest,William Morris,126,113,133,133,116,13,9,24,11,13, 8 , 3 , 10 , 2 , 9 , 6 , 5 , 10 , 8 , 5 ,1,1,1, , , , ,1, , ,1, , ,1, ,,
Waltham Forest,Valley,119,128,128,105,123,12,11,17,12,7, 12 , 5 , 6 , 11 , 2 , 5 , 6 , 9 , 3 , 5 , , ,1, , , , , , , , ,2, , ,2,,
Waltham Forest,Markhouse,143,175,148,161,192,19,20,21,19,18, 8 , 10 , 18 , 10 , 12 , 8 , 6 , 10 , 9 , 7 ,1,3, , , , ,1,1, , , ,5,5,1,5,,
Waltham Forest,Leytonstone,129,127,140,121,133,7,13,16,10,6, 3 , 2 , 8 , 6 , 2 , 4 , 6 , 9 , 4 ,   , , , , , , , , , , ,7, ,1, ,3,,
Waltham Forest,Leyton,242,212,195,162,175,36,20,23,22,16, 22 , 5 , 16 , 6 , 5 , 19 , 11 , 8 , 12 , 8 ,1, , ,3,1, ,1, , , ,3,1,1,4,1,,
Waltham Forest,Lea Bridge,155,159,129,157,153,21,23,23,12,19, 9 , 8 , 5 , 4 , 5 , 8 , 11 , 11 , 4 , 8 , , , , , , , , ,1, ,2,1,2, , ,,
Waltham Forest,Larkswood,160,139,106,113,132,19,10,5,4,10, 4 , 11 , 2 , 3 , 5 , 10 , 4 , 3 , 1 , 6 ,3, ,1, , , , , , , , ,2, , , ,,
Waltham Forest,Hoe Street,189,188,192,169,154,18,17,21,20,11, 8 , 8 , 7 , 10 , 2 , 12 , 7 , 10 , 9 , 7 ,1,2,1,1, , , , , , , ,5, ,2,1,,
Waltham Forest,Higham Hill,168,169,127,131,155,23,21,22,21,17, 14 , 15 , 20 , 12 , 12 , 9 , 7 , 8 , 7 , 8 ,1,1, , ,1, , , , , , ,1, , , ,,
Waltham Forest,High Street,173,173,147,143,165,24,22,17,15,26, 17 , 10 , 5 , 8 , 5 , 10 , 8 , 8 , 9 , 14 , , , , , , , , , ,1,1, , , ,1,,
Waltham Forest,Hatch Lane,87,100,100,89,82,12,14,16,9,5, 10 , 6 , 6 , 3 , 4 , 5 , 5 , 10 , 7 , 2 , ,2,2, , , , , , , , , , ,1, ,,
Waltham Forest,Hale End and Highams Park,86,99,78,111,129,12,7,4,14,17, 5 , 1 ,   , 4 , 10 , 8 , 4 , 2 , 4 , 3 , , , , , ,1, , , , , , , , ,2,,
Waltham Forest,Grove Green,77,79,68,94,76,14,7,14,11,9, 8 ,   , 5 , 3 , 1 , 9 , 3 , 9 , 8 , 4 , , , , , , , , , , , , , , , ,,
Waltham Forest,Forest,183,203,76,136,122,15,18,9,17,10, 9 , 8 , 5 , 4 , 6 , 5 , 7 , 5 , 10 , 5 , ,1, , , , , , , , ,1, , , , ,,
Waltham Forest,Endlebury,73,85,81,99,105,10,9,10,8,7, 3 , 4 , 4 , 4 , 1 , 9 , 5 , 6 , 6 , 6 ,1,1, , , , , , , , , , , , ,1,,
Waltham Forest,Chingford Green,101,88,70,99,133,9,13,12,17,9, 4 , 4 , 4 , 4 , 4 , 3 , 8 , 5 , 5 , 5 , ,4,1,2, , , , , , , , ,1, , ,,
Waltham Forest,Chapel End,133,103,111,111,118,17,15,10,14,15, 5 , 9 , 9 , 10 , 4 , 6 , 7 , 5 , 6 , 9 , , , , ,1, , , , , ,2, ,2, , ,,
Waltham Forest,Cathall,146,154,156,146,180,15,18,28,10,14, 4 , 5 , 9 , 8 , 6 , 8 , 12 , 15 , 5 , 4 ,4, ,5,1, , , , , , ,1,1, , ,1,,
Waltham Forest,Cann Hall,210,194,161,120,165,27,16,16,14,10, 10 , 7 , 8 , 3 , 4 , 13 , 11 , 7 , 8 , 5 ,2,2,1,1,1, , , , , , , ,2,1,1,,
Wandsworth,West Putney,138,118,119,99,130,18,11,14,11,9, 3 , 3 , 2 , 3 , 3 , 13 , 7 , 12 , 10 , 6 ,2, , ,1, ,1, , , , ,4,1, , ,3,,
Wandsworth,West Hill,138,119,97,139,137,13,10,18,14,15, 10 , 2 , 2 , 6 , 3 , 6 , 6 , 14 , 8 , 12 , , , ,1, , , , ,1, , , ,1,1,1,,
Wandsworth,Wandsworth Common,108,115,96,139,121,17,35,33,58,42, 10 , 18 , 22 , 48 , 30 , 7 , 8 , 4 , 5 , 7 ,2,3, ,2, , , , , , ,1,8,2,6,1,,
Wandsworth,Tooting,285,303,286,215,266,24,32,25,28,22, 3 , 3 , 4 , 6 , 1 , 11 , 12 , 13 , 15 , 7 ,1,1,2,1,1, ,2, , , ,1,1, ,2, ,,
Wandsworth,Thamesfield,162,127,138,137,185,14,15,9,15,12, 3 ,   , 2 , 1 ,   , 6 , 10 , 3 , 6 , 8 , , , , , , , , , , ,1, , , , ,,
Wandsworth,St. Mary's Park,176,172,195,189,218,24,25,28,20,21, 10 , 2 , 8 , 4 , 5 , 10 , 16 , 14 , 12 , 13 ,3,6,4,2,2, , , , , , , ,5, ,1,,
Wandsworth,Southfields,115,114,135,156,172,25,17,9,22,14, 9 , 2 , 1 , 10 , 2 , 12 , 8 , 7 , 11 , 9 ,2, ,1, , , , , , , , , ,4,5,1,,
Wandsworth,Shaftesbury,118,110,101,105,107,16,20,9,18,10, 2 , 4 , 1 ,   , 1 , 9 , 11 , 8 , 10 , 5 , , , , , , , , , , ,1,3, , , ,,
Wandsworth,Roehampton and Putney Heath,247,262,258,221,262,34,24,20,15,16, 9 , 7 , 7 , 4 , 4 , 19 , 14 , 11 , 11 , 9 ,2,2, , ,2, , , , ,1,4,3,3,3,4,,
Wandsworth,Queenstown,262,259,179,227,296,36,43,19,30,26, 3 , 15 , 8 , 8 , 13 , 24 , 19 , 12 , 19 , 16 ,2, ,3, , , , , , , , ,1,1, ,2,,
Wandsworth,Northcote,127,147,118,112,181,15,12,15,8,15, 4 ,   , 1 , 2 , 3 , 7 , 7 , 10 , 5 , 9 , ,1, , , , , , , , , , ,1, , ,,
Wandsworth,Nightingale,172,178,131,155,146,17,18,17,12,12, 2 , 3 , 7 , 1 , 1 , 13 , 9 , 14 , 9 , 6 ,2,3,3,1,2, , , , , , , ,2, ,1,,
Wandsworth,Latchmere,268,216,189,207,273,42,23,38,25,28, 13 , 9 , 16 , 2 , 15 , 30 , 20 , 24 , 23 , 14 ,7,6,5,3, , , , , , ,2,5,3, ,3,,
Wandsworth,Graveney,150,162,131,132,178,15,17,18,18,17,   , 1 , 3 ,   , 2 , 13 , 9 , 10 , 11 , 13 ,3, ,3,2,1, , ,1, ,1, , , , ,1,,
Wandsworth,Furzedown,130,104,108,120,148,16,21,18,22,19, 1 , 3 , 3 , 5 , 3 , 13 , 18 , 14 , 16 , 14 ,1,2,6,1, , , , , , , ,1, ,10,4,,
Wandsworth,Fairfield,136,176,151,194,176,18,18,15,25,20,   ,   , 5 ,   , 2 , 12 , 11 , 7 , 12 , 11 ,1,1, ,2, , , , , , , , , , , ,,
Wandsworth,East Putney,154,145,144,156,135,15,18,17,14,10, 3 , 3 , 4 ,   , 2 , 10 , 11 , 10 , 11 , 9 ,1, ,1, ,1, , , , , , ,3,3, , ,,
Wandsworth,Earlsfield,89,118,87,139,139,18,15,11,24,20, 4 , 2 , 2 , 4 , 3 , 9 , 5 , 10 , 13 , 11 , ,1, , , , , , , ,1,1,1,2,1,1,,
Wandsworth,Bedford,121,108,87,113,118,22,11,14,18,11, 5 , 2 , 1 , 6 , 4 , 12 , 10 , 10 , 11 , 7 ,2, ,1, ,1, , , , , ,1, ,1,2,1,,
Wandsworth,Balham,121,129,104,106,103,20,11,13,11,9, 2 , 1 , 3 , 5 , 3 , 14 , 7 , 7 , 6 , 6 ,1,1, ,3, , , , , , ,1,2,2,1, ,,
Westminster,Westbourne,229,195,211,243,235,29,18,23,21,13, 4 , 1 , 6 , 2 , 1 , 22 , 17 , 14 , 15 , 9 ,2,2,1, , , ,1, , , , ,3,5, ,2,,
Westminster,West End,1754,1749,1596,1794,1866,108,89,89,83,88, 1 , 4 , 7 , 5 , 4 , 16 , 10 , 11 , 11 , 16 ,1, , ,1, , , , , , ,1,1, , ,1,,
Westminster,Warwick,358,336,278,255,303,27,22,17,18,12, 2 , 1 , 4 ,   , 1 , 11 , 13 , 10 , 12 , 5 , ,1,1,1,1, , , , , ,3, ,1,1, ,,
Westminster,Vincent Square,273,257,230,198,249,21,20,17,13,13, 2 , 2 , 3 ,   , 2 , 10 , 12 , 10 , 6 , 7 ,2, ,2,1, , , , , , , ,1,3,1, ,,
Westminster,Tachbrook,186,189,185,156,224,9,13,19,6,10,   , 3 , 6 ,   , 1 , 9 , 10 , 13 , 5 , 4 , ,1, , , , , , , , , ,2, , , ,,
Westminster,St. James's,1575,1373,1379,1390,1522,95,65,87,68,76, 2 , 5 , 5 , 4 , 5 , 17 , 12 , 9 , 15 , 11 , ,1,1,2, , , , , ,1,5,4,6,2,3,,
Westminster,Regent's Park,357,342,350,330,295,22,22,23,14,15,   , 2 ,   ,   ,   , 13 , 11 , 14 , 11 , 6 ,2,3,5,2,2, , , , , ,1, , , , ,,
Westminster,Queen's Park,192,132,145,115,145,16,12,12,18,18, 4 ,   , 3 , 5 , 5 , 12 , 11 , 10 , 13 , 10 ,1, , , , , , , , , ,2,2,2,2,1,,
Westminster,Marylebone High Street,689,606,605,587,648,34,26,27,29,22, 2 ,   , 2 , 1 , 2 , 5 , 5 , 9 , 11 , 7 , , , , , , , , , , , , ,1,2, ,,
Westminster,Maida Vale,92,117,99,107,120,15,14,7,3,16, 1 , 3 ,   ,   , 4 , 10 , 9 , 5 , 3 , 9 ,1,1, , , , , , , , ,1, , ,1,2,,
Westminster,Little Venice,133,144,122,124,142,12,16,6,11,10, 1 , 1 ,   , 1 , 2 , 9 , 13 , 2 , 7 , 9 ,1,1,1, , , , , , , , ,1, ,1, ,,
Westminster,Lancaster Gate,261,257,227,255,233,26,16,23,19,20, 3 , 1 , 2 ,   ,   , 20 , 8 , 11 , 12 , 16 , , , , , ,1, , , , ,4,1,3, , ,,
Westminster,Knightsbridge and Belgravia,288,298,316,346,330,15,14,14,15,14,   , 1 , 2 ,   ,   , 9 , 9 , 5 , 9 , 6 , , , , , , , , , , ,4, , ,1,3,,
Westminster,Hyde Park,286,265,277,236,272,27,37,18,29,19,   ,   , 1 , 1 , 1 , 13 , 13 , 11 , 17 , 8 , , , ,1, , , , , , ,4, ,6, , ,,
Westminster,Harrow Road,183,153,170,187,179,12,15,11,14,11,   , 1 ,   , 2 , 2 , 12 , 11 , 7 , 9 , 5 , ,2,2, ,1,1, , , , , ,1, , ,1,,
Westminster,Churchill,186,163,176,182,183,20,14,12,17,10, 5 , 1 ,   ,   , 3 , 17 , 12 , 10 , 11 , 7 ,1,1,2,2, , , , , , ,3, , ,2, ,,
Westminster,Church Street,225,247,253,270,313,16,34,29,16,20, 2 , 4 , 2 , 5 , 8 , 11 , 21 , 21 , 6 , 12 , ,3,4, , ,1, , , , , ,1,4, , ,,
Westminster,Bryanston and Dorset Square,312,264,276,324,289,17,27,20,22,20, 3 , 1 , 2 , 2 ,   , 7 , 11 , 9 , 8 , 9 , , , ,1, ,1, , , , ,1,1,1, , ,,
Westminster,Bayswater,168,151,152,150,182,24,13,16,14,13, 4 ,   ,   , 1 , 1 , 15 , 4 , 12 , 12 , 6 ,3, ,2,1, , , , , , , ,1,3, ,3,,
Westminster,Abbey Road,127,168,148,143,148,16,10,19,7,11, 1 , 1 , 3 , 3 , 2 , 14 , 7 , 7 , 5 , 8 , , , , ,1, , , , , , , , , , ,,
